contigName	contigLen	totalAvgDepth	aln.sorted.bam	aln.sorted.bam-var
k39_115966	1647	4.82164	4.82164	3.07176
k39_135439	2233	4.60346	4.60346	2.1549
k39_18318	1999	7.80855	7.80855	8.04338
k39_155278	1042	1.82399	1.82399	0.573922
k39_37682	1137	3.8926	3.8926	3.2562
k39_135550	1255	2.98643	2.98643	2.54241
k39_37758	6059	4.62684	4.62684	3.08561
k39_56555	1085	2.55829	2.55829	0.899972
k39_37759	1121	4.45932	4.45932	3.40942
k39_56587	1250	8.75636	8.75636	8.24636
k39_135646	2188	5.42444	5.42444	5.89486
k39_18477	1663	3.91077	3.91077	4.25989
k39_96106	1422	4.9261	4.9261	4.00713
k39_155481	1279	3.13198	3.13198	1.29197
k39_18515	2239	3.83341	3.83341	3.05269
k39_135708	1241	5.26215	5.26215	1.81379
k39_155546	1205	3.32133	3.32133	1.93366
k39_37923	1013	3.16802	3.16802	1.82903
k39_116276	1012	3.16357	3.16357	3.03593
k39_18584	4484	8.04545	8.04545	6.27931
k39_37948	1068	3.69172	3.69172	1.67041
k39_135848	1248	5.75774	5.75774	4.06342
k39_116378	1180	2.58932	2.58932	1.1577
k39_135883	2522	3.04553	3.04553	1.25726
k39_135895	1222	8.56437	8.56437	3.15179
k39_18692	2032	5.09511	5.09511	4.07018
k39_56848	1071	3.36482	3.36482	1.32545
k39_77307	1384	6.34846	6.34846	9.24426
k39_155772	1082	2.14807	2.14807	0.697704
k39_116540	4515	7.88293	7.88293	7.66806
k39_18851	4958	5.39351	5.39351	3.40541
k39_136076	1034	3.06109	3.06109	2.41981
k39_96465	1127	2.7349	2.7349	1.29338
k39_57023	1287	3.01847	3.01847	2.57976
k39_57049	1969	3.78725	3.78725	4.3711
k39_116604	1221	3.85434	3.85434	2.75632
k39_96511	1489	3.01718	3.01718	1.21719
k39_116643	1330	3.72203	3.72203	4.67413
k39_155920	1389	3.41566	3.41566	1.65826
k39_116708	1042	2.51345	2.51345	0.690057
k39_136225	1201	5.27307	5.27307	3.56819
k39_77577	3002	5.03436	5.03436	5.0567
k39_155976	1452	3.49078	3.49078	2.94497
k39_136246	1188	3.72929	3.72929	1.33166
k39_116739	3088	5.28931	5.28931	5.38439
k39_136280	1586	3.14902	3.14902	1.77708
k39_96644	3571	4.54341	4.54341	3.71312
k39_19086	1426	3.63401	3.63401	1.77732
k39_156057	1649	4.19346	4.19346	2.26695
k39_57262	1371	4.65274	4.65274	4.54488
k39_38439	2384	3.65175	3.65175	2.53155
k39_116815	2149	3.71686	3.71686	2.58045
k39_38450	1061	3.17783	3.17783	1.44527
k39_57393	3283	4.22917	4.22917	3.23674
k39_19269	1658	3.9443	3.9443	2.81176
k39_57437	2772	4.24676	4.24676	3.6075
k39_156255	2610	6.31789	6.31789	6.78217
k39_136517	1105	2.69424	2.69424	1.65903
k39_136579	1097	3.91658	3.91658	3.6199
k39_117098	2070	6.32812	6.32812	7.59613
k39_57568	1030	3.38295	3.38295	2.75534
k39_57577	1085	5.93583	5.93583	5.22716
k39_136628	2226	4.908	4.908	4.24743
k39_97007	1201	2.47669	2.47669	1.15063
k39_38757	1208	4.16635	4.16635	2.02149
k39_78017	1124	5.02464	5.02464	2.26661
k39_38794	3261	5.41209	5.41209	6.26812
k39_97117	1190	2.725	2.725	1.81073
k39_97121	1061	2.50823	2.50823	1.03921
k39_97153	1001	3.27262	3.27262	1.88557
k39_57733	3068	6.82831	6.82831	9.20499
k39_97182	1353	3.19867	3.19867	2.39228
k39_136784	1596	3.53389	3.53389	1.54453
k39_78148	3523	6.07204	6.07204	6.45775
k39_38943	1537	3.97332	3.97332	3.53392
k39_117372	1145	3.66332	3.66332	3.34025
k39_136867	1272	4.22727	4.22727	1.65125
k39_78215	1039	3.23397	3.23397	1.40691
k39_117400	2212	4.82541	4.82541	4.86808
k39_97304	1296	2.85166	2.85166	2.51248
k39_57877	1357	7.3372	7.3372	4.56531
k39_39071	1159	3.72844	3.72844	2.64641
k39_117440	4394	9.44816	9.44816	9.32266
k39_136948	1015	4.94451	4.94451	5.35109
k39_97368	1125	4.03487	4.03487	3.00701
k39_39132	1256	3.94665	3.94665	1.89489
k39_58054	1193	3.97507	3.97507	1.73067
k39_97522	1015	4.09364	4.09364	2.34192
k39_97847	2089	8.19185	8.19185	6.97761
k39_97863	1257	3.14724	3.14724	1.1311
k39_58593	1934	3.41816	3.41816	2.86151
k39_58668	1070	2.66957	2.66957	1.26175
